"Código CPE";"Categoría del CPE";"Comunidad Autónoma";"CPE";"Unidades de medida"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Andalucía";"417.17";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Aragón";"820.87";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Principado de Asturias";"992.7";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Illes Balears";"122.99";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Canarias";"197.47";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Cantabria";"546.94";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Castilla y León";"703.32";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Castilla-La Mancha";"579.16";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Cataluña";"694.87";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Valenciana";"410.68";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Extremadura";"244.96";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de Galicia";"686.49";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad de Madrid";"745.82";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Región de Murcia";"1414.12";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Foral de Navarra";"1352.06";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma del País Vasco";"981.45";"€/ha"
"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p.";"Comunidad Autónoma de La Rioja";"1189.72";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Andalucía";"9641.93";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Aragón";"2272.2";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Principado de Asturias";"7533";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Illes Balears";"6514.96";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Canarias";"13129.77";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Cantabria";"9193.75";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Castilla y León";"10207.07";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Castilla-La Mancha";"8715.58";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Cataluña";"8463.56";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Valenciana";"10296.82";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Extremadura";"5417.27";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Galicia";"8917.27";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad de Madrid";"7185.52";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Región de Murcia";"7366.39";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Foral de Navarra";"3771.2";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma del País Vasco";"7597.16";"€/ha"
"SOC_CLND043";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de La Rioja";"3394.61";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Andalucía";"10188";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Aragón";"11360";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Principado de Asturias";"11360";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Illes Balears";"13684";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Canarias";"30712";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Cantabria";"11360";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Castilla y León";"11360";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Castilla-La Mancha";"10018";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Cataluña";"17941";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Valenciana";"18658";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Extremadura";"8672";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de Galicia";"23660";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad de Madrid";"10707";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Región de Murcia";"10752";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Foral de Navarra";"11360";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma del País Vasco";"11360";"€/ha"
"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial";"Comunidad Autónoma de La Rioja";"6306";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Andalucía";"9128.92";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Aragón";"2211.6";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Principado de Asturias";"7087.74";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Illes Balears";"5608.24";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Canarias";"7087.74";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Cantabria";"7087.74";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Castilla y León";"10185.36";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Castilla-La Mancha";"8713.17";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Cataluña";"8003.76";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Valenciana";"9635.84";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Extremadura";"5285.17";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de Galicia";"7087.74";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad de Madrid";"6945.61";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Región de Murcia";"7087.74";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Foral de Navarra";"3501.2";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma del País Vasco";"7087.74";"€/ha"
"SOC_CLND045";"Hortalizas frescas (incluidos melones) y fresas - Producidas al aire libre";"Comunidad Autónoma de La Rioja";"3314.59";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Andalucía";"71458.87";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Aragón";"65572.76";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Principado de Asturias";"65572.76";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Illes Balears";"28766.05";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Canarias";"17467.03";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Cantabria";"8106.2";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Castilla y León";"14724.91";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Castilla-La Mancha";"78199.68";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Cataluña";"93623.36";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Valenciana";"68542.62";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Extremadura";"65572.76";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de Galicia";"60746.51";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad de Madrid";"65572.76";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Región de Murcia";"49128.77";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Foral de Navarra";"54761.93";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma del País Vasco";"62467.18";"€/ha"
"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre";"Comunidad Autónoma de La Rioja";"21025.82";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Andalucía";"4199.09";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Aragón";"4413.86";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Principado de Asturias";"1434.76";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Illes Balears";"4128.29";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Canarias";"5381.82";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Cantabria";"4070.4";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Castilla y León";"4002.81";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Castilla-La Mancha";"4247.5";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Cataluña";"3870.07";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Valenciana";"3382.96";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Extremadura";"4020.73";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de Galicia";"3733.44";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad de Madrid";"4959.34";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Región de Murcia";"3894.91";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Foral de Navarra";"4242.86";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma del País Vasco";"4377.19";"€/ha"
"SOC_CLND047";"Semillas y plántulas";"Comunidad Autónoma de La Rioja";"3955.88";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Andalucía";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Aragón";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Principado de Asturias";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Illes Balears";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Canarias";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Cantabria";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Castilla y León";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Castilla-La Mancha";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Cataluña";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Valenciana";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Extremadura";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de Galicia";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad de Madrid";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Región de Murcia";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Foral de Navarra";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma del País Vasco";"352.8";"€/ha"
"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible";"Comunidad Autónoma de La Rioja";"352.8";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Andalucía";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Aragón";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Principado de Asturias";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Illes Balears";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Canarias";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Cantabria";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Castilla y León";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Castilla-La Mancha";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Cataluña";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Valenciana";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Extremadura";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de Galicia";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad de Madrid";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Región de Murcia";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Foral de Navarra";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma del País Vasco";"0";"€/ha"
"SOC_CLND049";"Barbecho";"Comunidad Autónoma de La Rioja";"0";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Andalucía";"8.08";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Aragón";"12.66";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Principado de Asturias";"67.17";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Illes Balears";"8";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Canarias";"17.81";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Cantabria";"51.95";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Castilla y León";"24.49";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Castilla-La Mancha";"8.78";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Cataluña";"50.34";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Valenciana";"8.27";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Extremadura";"8.5";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de Galicia";"92.89";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad de Madrid";"10.85";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Región de Murcia";"26";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Foral de Navarra";"56";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma del País Vasco";"102.58";"€/ha"
"SOC_CLND050";"Praderas permanentes";"Comunidad Autónoma de La Rioja";"9.24";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Andalucía";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Aragón";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Principado de Asturias";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Illes Balears";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Canarias";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Cantabria";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Castilla y León";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Castilla-La Mancha";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Cataluña";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Valenciana";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Extremadura";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de Galicia";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad de Madrid";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Región de Murcia";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Foral de Navarra";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma del País Vasco";"132.26";"€/ha"
"SOC_CLND051";"Prados permanentes y pastos, excepto los pastos pobres";"Comunidad Autónoma de La Rioja";"132.26";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Andalucía";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Aragón";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Principado de Asturias";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Illes Balears";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Canarias";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Cantabria";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Castilla y León";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Castilla-La Mancha";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Cataluña";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Valenciana";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Extremadura";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de Galicia";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad de Madrid";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Región de Murcia";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Foral de Navarra";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma del País Vasco";"8";"€/ha"
"SOC_CLND052";"Pastos pobres";"Comunidad Autónoma de La Rioja";"8";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Andalucía";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Aragón";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Principado de Asturias";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Illes Balears";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Canarias";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Cantabria";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Castilla y León";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Castilla-La Mancha";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Cataluña";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Valenciana";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Extremadura";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de Galicia";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad de Madrid";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Región de Murcia";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Foral de Navarra";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma del País Vasco";"0";"€/ha"
"SOC_CLND053";"Pastos permanentes que ya no se destinan a la producción y que pueden recibir subvenciones";"Comunidad Autónoma de La Rioja";"0";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Andalucía";"3387.08";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Aragón";"3276.16";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Principado de Asturias";"2283.73";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Illes Balears";"223.63";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Canarias";"20675.59";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Cantabria";"23777.32";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Castilla y León";"4049.34";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Castilla-La Mancha";"1020.81";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Cataluña";"4789.47";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Valenciana";"2819.77";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Extremadura";"3925.33";"€/ha"
