"Código CPE";"Categoría del CPE";"Comunidad Autónoma";"CPE";"Unidades de medida"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Aragón";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Principado de Asturias";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Illes Balears";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Canarias";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Cantabria";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Castilla y León";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Castilla-La Mancha";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Cataluña";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Valenciana";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Extremadura";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Galicia";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad de Madrid";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Región de Murcia";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Foral de Navarra";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma del País Vasco";"641";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de La Rioja";"641";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Andalucía";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Aragón";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Principado de Asturias";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Illes Balears";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Canarias";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Cantabria";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Castilla y León";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Castilla-La Mancha";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Cataluña";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Valenciana";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Extremadura";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de Galicia";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad de Madrid";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Región de Murcia";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Foral de Navarra";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma del País Vasco";"679";"€/cabeza"
"SOC_CLVS007";"Terneras de dos años o más";"Comunidad Autónoma de La Rioja";"679";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Andalucía";"1488.08";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Aragón";"1420.32";"€/cabeza"
"SOC_CLVS008";"Vacas";"Principado de Asturias";"1431.52";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Illes Balears";"1458.48";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Canarias";"1805.87";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Cantabria";"1424.24";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Castilla y León";"1542.4";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Castilla-La Mancha";"1625.28";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Cataluña";"1528.12";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Valenciana";"1455.6";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Extremadura";"1495.92";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de Galicia";"1264.48";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad de Madrid";"1441.2";"€/cabeza"
"SOC_CLVS008";"Vacas";"Región de Murcia";"1455.6";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Foral de Navarra";"1504.6";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma del País Vasco";"1603.92";"€/cabeza"
"SOC_CLVS008";"Vacas";"Comunidad Autónoma de La Rioja";"1455.6";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Andalucía";"3314";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Aragón";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Principado de Asturias";"3112";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Illes Balears";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Canarias";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Cantabria";"3086";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Castilla y León";"3508";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Castilla-La Mancha";"3804";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Cataluña";"3457";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Valenciana";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Extremadura";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de Galicia";"2878";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad de Madrid";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Región de Murcia";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Foral de Navarra";"3373";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma del País Vasco";"3198";"€/cabeza"
"SOC_CLVS009";"Vacas lecheras";"Comunidad Autónoma de La Rioja";"3198";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Andalucía";"834";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Aragón";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Principado de Asturias";"637";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Illes Balears";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Canarias";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Cantabria";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Castilla y León";"782";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Castilla-La Mancha";"758";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Cataluña";"729";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Valenciana";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Extremadura";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de Galicia";"782";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad de Madrid";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Región de Murcia";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Foral de Navarra";"984";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma del País Vasco";"778";"€/cabeza"
"SOC_CLVS010";"Vacas no lecheras";"Comunidad Autónoma de La Rioja";"778";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Andalucía";"1488.08";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Aragón";"1420.32";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Principado de Asturias";"1431.52";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Illes Balears";"1458.48";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Canarias";"1805.87";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Cantabria";"1424.24";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Castilla y León";"1542.4";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Castilla-La Mancha";"1625.28";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Cataluña";"1528.12";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Valenciana";"1455.6";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Extremadura";"1495.92";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de Galicia";"1264.48";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad de Madrid";"1441.2";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Región de Murcia";"1455.6";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Foral de Navarra";"1504.6";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma del País Vasco";"1603.92";"€/cabeza"
"SOC_CLVS011";"Búfalas";"Comunidad Autónoma de La Rioja";"1455.6";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Andalucía";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Aragón";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Principado de Asturias";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Illes Balears";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Canarias";"156.08";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Cantabria";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Castilla y León";"189.88";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Castilla-La Mancha";"169.76";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Cataluña";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Valenciana";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Extremadura";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de Galicia";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad de Madrid";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Región de Murcia";"125.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Foral de Navarra";"101.72";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma del País Vasco";"122.28";"€/cabeza"
"SOC_CLVS012";"Ovinos (todas las edades)";"Comunidad Autónoma de La Rioja";"125.72";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Andalucía";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Aragón";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Principado de Asturias";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Illes Balears";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Canarias";"170";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Cantabria";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Castilla y León";"217";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Castilla-La Mancha";"188";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Cataluña";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Valenciana";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Extremadura";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de Galicia";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad de Madrid";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Región de Murcia";"131";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Foral de Navarra";"107";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma del País Vasco";"135";"€/cabeza"
"SOC_CLVS013";"Ovejas reproductoras";"Comunidad Autónoma de La Rioja";"131";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Andalucía";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Aragón";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Principado de Asturias";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Illes Balears";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Canarias";"112";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Cantabria";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Castilla y León";"104";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Castilla-La Mancha";"112";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Cataluña";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Valenciana";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Extremadura";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de Galicia";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad de Madrid";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Región de Murcia";"109";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Foral de Navarra";"85";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma del País Vasco";"82";"€/cabeza"
"SOC_CLVS014";"Otros ovinos";"Comunidad Autónoma de La Rioja";"109";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Andalucía";"209.26";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Aragón";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Principado de Asturias";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Illes Balears";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Canarias";"204.58";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Cantabria";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Castilla y León";"206.14";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Castilla-La Mancha";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Cataluña";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Valenciana";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Extremadura";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de Galicia";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad de Madrid";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Región de Murcia";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Foral de Navarra";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma del País Vasco";"191.32";"€/cabeza"
"SOC_CLVS015";"Caprinos (todas las edades)";"Comunidad Autónoma de La Rioja";"191.32";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Andalucía";"268";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Aragón";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Principado de Asturias";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Illes Balears";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Canarias";"262";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Cantabria";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Castilla y León";"264";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Castilla-La Mancha";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Cataluña";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Valenciana";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Extremadura";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de Galicia";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad de Madrid";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Región de Murcia";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Foral de Navarra";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma del País Vasco";"245";"€/cabeza"
"SOC_CLVS016";"Cabras reproductoras";"Comunidad Autónoma de La Rioja";"245";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Andalucía";"47";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Aragón";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Principado de Asturias";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Illes Balears";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Canarias";"56";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Cantabria";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Castilla y León";"64";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Castilla-La Mancha";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Cataluña";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Valenciana";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Extremadura";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de Galicia";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad de Madrid";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Región de Murcia";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Foral de Navarra";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma del País Vasco";"82";"€/cabeza"
"SOC_CLVS017";"Otros caprinos";"Comunidad Autónoma de La Rioja";"82";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Andalucía";"291";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Aragón";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Principado de Asturias";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Illes Balears";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Canarias";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Cantabria";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Castilla y León";"290";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Castilla-La Mancha";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Cataluña";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Valenciana";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Extremadura";"367";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de Galicia";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad de Madrid";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Región de Murcia";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Foral de Navarra";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma del País Vasco";"272";"€/cabeza"
"SOC_CLVS018";"Lechones con un peso vivo de menos de 20 kg";"Comunidad Autónoma de La Rioja";"272";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Andalucía";"1022";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Aragón";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Principado de Asturias";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Illes Balears";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Canarias";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Cantabria";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Castilla y León";"1002";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Castilla-La Mancha";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Cataluña";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Valenciana";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Extremadura";"1325";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de Galicia";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad de Madrid";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Región de Murcia";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Foral de Navarra";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma del País Vasco";"907";"€/cabeza"
"SOC_CLVS019";"Cerdas reproductoras con un peso vivo de 50 kg o más";"Comunidad Autónoma de La Rioja";"907";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Andalucía";"352";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Aragón";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Principado de Asturias";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Illes Balears";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Canarias";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Cantabria";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Castilla y León";"386";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Castilla-La Mancha";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Cataluña";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Valenciana";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Extremadura";"484";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de Galicia";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad de Madrid";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Región de Murcia";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Foral de Navarra";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma del País Vasco";"290";"€/cabeza"
"SOC_CLVS020";"Otros porcinos";"Comunidad Autónoma de La Rioja";"290";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Andalucía";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Aragón";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Principado de Asturias";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Illes Balears";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Canarias";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Cantabria";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Castilla y León";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Castilla-La Mancha";"15.03";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Cataluña";"12.95";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Valenciana";"14.8";"€/cabeza"
"SOC_CLVS021";"Pollos de engorde";"Comunidad Autónoma de Extremadura";"15.3";"€/cabeza"
