"Código cultivo SIEX";"Cultivo SIEX";"Asociación de cultivos";"Código CPE";"Categoría del CPE"
"950";"CÚRCUMA";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"951";"JENGIBRE";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"952";"COL PICUDA";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"953";"MEZCLA PRATENSES CON PREDOMINANCIA CULTIVOS FIJADORES NITROGENO";"NO";"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p."
"954";"MEZCLA VEZA-GUISANTE-TRÉBOL";"NO";"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p."
"955";"YUZU";"NO";"SOC_CLND061";"Cítricos"
"956";"MEZCLA TRITICALE-GUISANTE";"NO";"SOC_CLND014";"Leguminosas y proteaginosas secas para la producción de grano (incluidas las semillas y las mezclas de cereales con leguminosas)"
"957";"JUDÍA MUNGO";"NO";"SOC_CLND014";"Leguminosas y proteaginosas secas para la producción de grano (incluidas las semillas y las mezclas de cereales con leguminosas)"
"958";"MEZCLA TRITICALE-CEBADA";"NO";"SOC_CLND008";"Avena y mezclas de cereales de primavera (mezcla de cereales distintos del tranquillón)"
"959";"MEZCLA RAYGRASS";"NO";"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p."
"960";"JAZMÍN DEL CABO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"961";"AJO PUERRO";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"962";"HERNIARIA";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"963";"CALABAZA SERPIENTE";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"964";"GUAYULE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"965";"CEREZO JAPONÉS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"966";"CIRUELO MIROBÁLANO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"967";"ALMENDRO DE FLOR";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"968";"CEREZO RASTRERO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"969";"CEREZO ALISO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"970";"LAUREL CEREZO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"971";"LAUREL DE PORTUGAL";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"972";"MANZANO SILVESTRE JAPONÉS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"973";"MANZANO ROJO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"974";"MANZANO SILVESTRE AMERICANO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"975";"MANZANO SILVESTRE CHINO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"976";"MANZANO DE ADORNO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"977";"MANZANO SILVESTRE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"978";"PERAL SILVESTRE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"979";"PIRUÉTANO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"980";"PERAL DE CALLERY";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"981";"PERAL DE HOJAS DE SAUCE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"982";"PERAL DE REGEL";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"985";"HIERBA SALADA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"986";"VARA DE ORO EUROPEA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"987";"ESPONJA VEGETAL";"NO";"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p."
"988";"MEZCLA BRACHIPODIUM-TRÉBOL";"NO";"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p."
"989";"MEZCLA LINO-BRACHYPODIUM";"NO";"SOC_CLND038";"Pastos y prados temporales"
"990";"MEZCLA CEREAL-VEZA";"NO";"SOC_CLND041_042";"Otros cultivos y cereales (excepto maíz) cosechados en verde n.c.o.p."
"991";"ÍNDIGO";"NO";"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p."
"992";"HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"993";"HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"994";"PUMMELO";"NO";"SOC_CLND061";"Cítricos"
"995";"HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"NO";"SOC_CLND061";"Cítricos"
"996";"MEZCLA DE VEZA - YEROS";"NO";"SOC_CLND039";"Leguminosas cosechadas en verde"
"997";"MEZCLA DE VEZA - TITARROS";"NO";"SOC_CLND039";"Leguminosas cosechadas en verde"
"998";"MEZCLA VEZA-GUISANTE-AVENA";"NO";"SOC_CLND038";"Pastos y prados temporales"
"999";"MEZCLA VEZA-MOSTAZA";"NO";"SOC_CLND038";"Pastos y prados temporales"
"1000";"MEZCLA AVENA-TREBOL";"NO";"SOC_CLND038";"Pastos y prados temporales"
"1001";"MANDARINO-AGUACATE";"SI";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"1001";"MANDARINO-AGUACATE";"SI";"SOC_CLND061";"Cítricos"
"1002";"ALGARROBO-OLIVAR";"SI";"SOC_CLND060";"Frutos de cáscara"
"1002";"ALGARROBO-OLIVAR";"SI";"SOC_CLND069";"Aceitunas"
"1003";"MEZCLA ALBERJÓN-AVENA";"NO";"SOC_CLND038";"Pastos y prados temporales"
"1004";"MEZCLA ALHOLVA-AVENA";"NO";"SOC_CLND038";"Pastos y prados temporales"
