"Código SIEX";"Código asociación (NIF)";"Razón social";"Provincia";"Comunidad Autónoma";Fecha de alta;Fecha de modificación;Fecha de baja
"2141";"F45017738";"San Isidro Labrador S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2142";"F45018009";"Almoroxana del Campo San Antón S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2143";"F45019361";"Acevín S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2144";"F45019601";"Amartajo S. Coop. de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2145";"F45019981";"Comarcal del Campo San Sebastián S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2146";"F45020187";"La Asunción de Nuestra Señora S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2147";"F45020237";"San Esteban S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2148";"F45021771";"Tesoro de Guarrazar S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2149";"F45023447";"Piensos Herreruela S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2150";"F45026366";"Tío Gartera S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2151";"F45030673";"Vinícola Castillo de Consuegra S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2152";"F45033719";"San Ildefonso S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2153";"F45034170";"Aceites y Frutas de Cebolla S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2154";"F45037454";"Agrupación Ganadera San Blas S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2155";"F45042058";"Altomira S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2156";"F45043106";"Sat El Barro";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2157";"F45045127";"Nuestra Señora de Finibusterre S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2158";"F45046117";"El Sangrera S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2159";"F45047735";"El Quintillo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2160";"F45048220";"Sat Hermanos Librán Avila";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2161";"F45053857";"Acoaga S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2162";"F45055449";"Oleícola San Nicasio S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2163";"F45064987";"Cristo del Olvido S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2164";"F45066743";"Sat Monte La Villa";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2165";"F45067675";"Cristo de la Palma S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2166";"F45068319";"Agrupación Ganadera Montes de Yébenes S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2167";"F45069044";"Rivera del Tajo Ganadera S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2168";"F45069671";"La Unión de Santa Cruz S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2169";"F45073640";"Alpamasa Agrícola S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2170";"F45076833";"Patatas y Aceites de Sonseca S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2171";"F45077963";"Cerpinos S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2172";"F45079746";"Santiago Apóstol de Aldeanueva de Barbarroya S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2173";"F45201134";"Cooperativa Vinícola de Los Yébenes S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2174";"F45201233";"Lillo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2175";"F45201795";"El Quijote S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2176";"F45209038";"Valdelpozo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2177";"F45214392";"Ocho Villas S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2178";"F45216397";"Matadero Firgorifico Montes de Toledo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2179";"F45216942";"Almazara Nuestra Señora de Los Llanos S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2180";"F45229135";"Santo Domingo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2181";"F45237831";"Cereales Los Majanares S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2182";"F45237849";"Agroinfantes S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2183";"F45250164";"La Cosecha S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2184";"F45250537";"Olivarera de Espinoso del Rey S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2185";"F45254109";"Afeva S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2186";"F45286119";"Agropecuaria Bario S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2187";"F45297249";"Petroleos de Gálvez S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2188";"F45298684";"Gavalto S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2189";"F45298841";"Unión de Agricultores de Villafranca S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2190";"F45307808";"Totacer S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2191";"F45324597";"Molinos de Aceite de Toledo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2192";"F45348935";"Poyco Productores de Ovino y Caprino de Ocaña Jesús de Cuevas S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2193";"F45364627";"Comapor S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2194";"F45385713";"Visoliva S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2195";"F45402492";"SAT Puebla";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2196";"F45410404";"San Sebastián de Belvís S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2197";"F45415247";"Galporcinos S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2198";"F45421617";"Olivar del Cristo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2199";"F45426913";"Santa Cruz de la Jara Pueblanueva S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2200";"F45429438";"Almazara Villa de Orgaz S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2201";"F45438744";"San Nicolás de Huerta S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2202";"F45467842";"Los Doce S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2203";"F45469004";"Coviolma 2000 S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2204";"F45469335";"Nuestra Señora de la Paz S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2205";"F45470325";"Agraria Miralcázar S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2206";"F45480795";"Petroleos de Fuensalida S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2207";"F45489531";"Petrojara S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2208";"F45510989";"Comarcal Ganadera Sierra de San Vicente S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2209";"F45535713";"Agricultura Ecológica Biotierra S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2210";"F45541471";"Petroleos Peñaflor S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2211";"F45562626";"Agraria Cantos Blancos S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2212";"F45594785";"Chozo Monzón S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2213";"F45598281";"Viñedos de Camarena S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2214";"F45604733";"Coopexco Alcardete S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2215";"F45621448";"Sat Siete Términos";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2216";"F45632841";"El Garro S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2217";"F45669140";"Petroliva S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2218";"F45688611";"Centro Olivar S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2219";"F45700895";"Agrodesarrollo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2220";"F45704889";"Gasoleorgaz S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2221";"F45740040";"Unidad de Lillo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2222";"F45741329";"Uniproca S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2223";"F45742152";"Bodegas La Estación S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2224";"F45746112";"Agrícola Campo de Oro S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2225";"F45761814";"Viñedos de Toledo S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2226";"F45777760";"Casona de Alaferlay de Hermanos del Alamo Fez S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2227";"F45784121";"Dehesa La Higueruela S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2228";"F45787298";"Exporvacun S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2229";"F45797081";"Agrocruza S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2230";"F45799806";"La Espartosa S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2231";"F45822624";"Asoma S. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2232";"F45869021";"Agrupación de Olivareros de Los NavalmoralesS. Coop de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2233";"F45898251";"Bioazafrán S. Coop. de CLM";"Toledo";"CASTILLA-LA MANCHA";26/12/2023;;
"2234";"F46024006";"Coop. Agícola ""Sagrado Corazón de Jesús"" de Albal Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2235";"F46024014";"Agrícola San José Obrero de Albalat, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2236";"F46024022";"Coop. Agrícola Valenciana  ""Santos de la Piedra""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2237";"F46024139";"Agrícola San José de Alcásser, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2238";"F46024196";"Coop. Hortofrutícola de Alzira-Alzicoop, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2239";"F46024261";"Coop. Vinícola San Antonio Abad, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2240";"F46024303";"Coop. Agrícola ""Nuestra Señora del Oreto"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2241";"F46024329";"Coop. Agrícola ""Virgen del Rosario"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2242";"F46024378";"Coop. Agrícola ""San Salvador"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2243";"F46024394";"Coop. Agrícola S.C.J., Coop.V. ""COPAL""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2244";"F46024436";"Coop. Agrícola de Alginet, S. Coop. V. ";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2245";"F46024469";"Coop. Agrícola y Ganadera de Almussafes Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2246";"F46024477";"Coop. Vinícola V. ""Ntra. Sra. de la Consolación""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2247";"F46024493";"""COANNA"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2248";"F46024519";"Cooperativa Valenciana San Marcos";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2249";"F46024527";"Agrícola San Engracio Mártir, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2250";"F46024535";"Cooperativa Valenciana Agrícola La Ayorense";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2251";"F46024584";"Rural ""San Vicente Ferrer"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2252";"F46024618";"Coop. Agrícola San Juan Bautista S.C.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2253";"F46024659";"Almazara Beata Inés, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2254";"F46024733";"Coop. Agrícola ""San Felipe Benicio"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2255";"F46024758";"Coop.Valenciana del Campo ""Virgen del Fundamento"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2256";"F46024774";"Coop. Valenciana ""El Progreso"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2257";"F46024790";"Coop. Agrícola de Bolbaite Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2258";"F46024816";"Coop. Valenciana ""San Isidro"" de Bugarra Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2259";"F46025003";"Coop. Agrícola San José - Carcaixent Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2260";"F46025037";"Coop. Agrícola Sant Bernat, S.Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2261";"F46025128";"Coop. Agrícola Santa Bárbara de Casinos, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2262";"F46025151";"CASTELDUC COOP.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2263";"F46025193";"Coop. Agrícola ""San Isidro Labrador"" Almazara de Caudete de las Fuentes";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2264";"F46025201";"Coop. Valenciana del Campo Nuestra Señora de las Viñas";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2265";"F46025326";"Coop. Vinícola de Quatretonda Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2266";"F46025334";"CULLERCOOP, COOP.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2267";"F46025359";"Coop. Agrícola Católica de Chelva S.Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2268";"F46025383";"Coop. Agrícola ""Nuestra Sra. de los Angeles"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2269";"F46025482";"La Unión Chivana, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2270";"F46025516";"Coop. V. Agrícola ""Santa Bárbara"" de Chulilla";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2271";"F46025532";"Campoenguera, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2272";"F46025649";"Coop. Vinícola La Viña, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2273";"F46025797";"Coop. Vinícola San Pedro Apóstol Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2274";"F46025813";"Guadacoop, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2275";"F46026068";"Coop. Vinícola de Llíria S.Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2276";"F46026076";"Coop. Agrícola V. San Sebastian Martir";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2277";"F46026084";"Coop. del Camp de Llutxent-Otos Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2278";"F46026118";"Coop. Agrícola del Marquesado S.C.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2279";"F46026126";"S. Coop. Agrícola Valenciana Cristo del Milagro";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2280";"F46026142";"Coop. Agrícola Santa Bárbara de Macastre, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2281";"F46026209";"Coop. V. Agrícola San Pedro de Massanassa";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2282";"F46026241";"Coop. Valenciana ""Stmo. Cristo de la Salud"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2283";"F46026282";"Cooperativa Valenciana San Pedro Apóstol";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2284";"F46026365";"Coop. Vinícola ""San Pancracio"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2285";"F46026399";"Agrícola Montitxelvo, S.Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2286";"F46026464";"Coop. V. Cristo de la Salud, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2287";"F46026506";"Coop. Vinícola Onteniense Coop.V.      ";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2288";"F46026605";"Pedralba Vinícola S.Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2289";"F46026621";"Agro-Cítrica de Picassent Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2290";"F46026647";"Coop. Agrícola San Isidro Labrador de Picassent Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2291";"F46026696";"Vitivinícola de La Pobla del Duc, Coop.V.        ";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2292";"F46026779";"Cooperativa Valenciana San Isidro Labrador de Quesa";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2293";"F46026829";"Coop. Agrícola Valenciana ""Beato Carmelo"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2294";"F46026837";"Agrícola La Realense, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2295";"F46026860";"Coop. Agrícola ""ALBOSA"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2296";"F46026928";"Coop. Valenciana Agrícola ""La Unión""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2297";"F46026951";"Coop. Agr. Purísima Concepción";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2298";"F46027017";"Coop. del Campo ""San Isidro Labrador"" de Campo Arcís, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2299";"F46027033";"Coop. Vinícola ""Nuestra Señora del Rosario""  Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2300";"F46027041";"Coop. Vinícola ""Requenense"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2301";"F46027058";"Coop.V. de Viticultores Ltda.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2302";"F46027074";"Coop. De Viticultores y Sección de Crédito ""El Progreso"", Coop.V";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2303";"F46027223";"Coop. Vinícola de Siete Aguas Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2304";"F46027249";"Coop. Agrícola Valenciana La Unión de Silla Sdad. Coop. Ltda.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2305";"F46027264";"Coop. Valenciana Vitivinícola La Protectora de Sinarcas";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2306";"F46027272";"Coop. Agrícola Arrocera Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2307";"F46027314";"Coop. V. Unión Protectora De El Perelló";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2308";"F46027322";"Coop. Agropecuaria ""Mareny de Barraquetes"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2309";"F46027330";"Coop. Valenciana del Campo ""Unio Cristiana""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2310";"F46027363";"Coop. de Regantes ""Motor Santísimo Cristo"", Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2311";"F46027397";"Coop. Agrícola de Tavernes Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2312";"F46027439";"Coop. Agrícola Santa Bárbara de Titaguas,  Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2313";"F46027454";"Citruscoop-San Luis Bertrán S.C.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2314";"F46027470";"Coop. Agrícola ""San Diego"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2315";"F46027488";"La Baronía de Turis, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2316";"F46027512";"Coop. Agrícola de Utiel";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2317";"F46027520";"Coop. Agrícola Valenciana ""San Pedro Apóstol""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2318";"F46027538";"Coop. Agric. San Antonio de Padua";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2319";"F46027561";"Coop. Agrícola ""Virgen de Loreto"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2320";"F46027587";"Coop. Valenciana del Campo San José Obrero de Las Casas de Utiel";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2321";"F46027652";"Coop. V. Vega Horta-Nord";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2322";"F46027694";"Coop. Avicultores y Ganaderos Valenciana, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2323";"F46029039";"Coop. Agrícola Ntra. Sra. De La Fuente, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2324";"F46029062";"Coop. del Camp de Vila Nova de Castelló Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2325";"F46029112";"Coop. Valenciana ""San Roque""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2326";"F46030052";"Cooperativa Agrícola San Miguel, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2327";"F46030938";"Coop. Agrícola ""El Porvenir"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2328";"F46031050";"COVIÑAS, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2329";"F46031662";"Cooperativa Valenciana Agrícola Virgen del Carmen ";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2330";"F46031670";"Cooperativa Viticultores de la Vega, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2331";"F46032058";"Coop. Agrícola Valenciana ""Apostol Santiago""";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2332";"F46032074";"Coop. Agrícola ""Niño Jesús"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2333";"F46038881";"Agrícola de Catadau S.Coop.V. Ltda.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2334";"F46050050";"TA.VAL.CO.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2335";"F46051025";"COHOCA, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2336";"F46051041";"Coop. Agrícola de El Villar S.C.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2337";"F46051066";"Coop. Agrícola Puzol C.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2338";"F46051991";"Sdad. Coop. V. Agrícola Virgen de los Desamparados.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2339";"F46054649";"Sdad. Coop. Agrovinícola de Montserrat C.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2340";"F46074746";"COOPERATIVA AGRICOLA LA INMACULADA, COOP.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2341";"F46076543";"Cooperativa Citrícola de la Safor, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2342";"F46099222";"ANECOOP S.Coop.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2343";"F46101192";"Coop. Agrícola La Constancia de La Pobla de Vallbona, S.Coop.V. Ltda";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2344";"F46108882";"Coop. Agrícola de Bétera, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2345";"F46121794";"Sociedad Cooperativa Apícola de España";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2346";"F46135901";"Cooperativa Beniatjar-Oli del Benicadell, Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2347";"F46155511";"Coop. Valenciana Agrícola del Bajo Turia";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2348";"F46160875";"COARVAL Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2349";"F46209110";"SAT Nº 4549 Beata Ines";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2350";"F46219317";"COFRUDECA, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
