"Código SIEX";"Código asociación (NIF)";"Razón social";"Provincia";"Comunidad Autónoma";Fecha de alta;Fecha de modificación;Fecha de baja
"2351";"F46230827";"Coop. ""La Turisana"" Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2352";"F46281416";"Coop. Agrícola ""La Unión"" Coop.V.Ltda.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2353";"F46358792";"Cooperativa de Productores de Semillas de Arroz, S.C.L.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2354";"F46394052";"FRUITSECS S.Coop.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2355";"F46398244";"Coop. Agrícola de Alpuente Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2356";"F46617395";"Coop. Agrícola Valenciana 2º el Valle y la Plana";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2357";"F46993150";"Almazara Molino Motrotón S.Coop.Valenciana";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2358";"F47003959";"BODEGA 4 RAYAS, S. COOP. AGROALIMENTARIA";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2359";"F47003975";"BODEGA COOP. DE CIGALES";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2360";"F47005368";"S. COOP.  GENERAL AGROPECUARIA ACOR";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2361";"F47006952";"S. COOP. COCOL";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2362";"F47007018";"COCOPE S. COOP.";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2363";"F47007224";"S- COOP. COPROGA";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2364";"F47009642";"S. COOP. COMARCA DE TOROZOS";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2365";"F47010764";"S. COOP. COMARCAL DEL PISUERGA";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2366";"F47010806";"S. COOP. COMARCAL VALLE ESGUEVA";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2367";"F47010822";"S. COOP. AGRICOLA COMARCAL DEL JARAMIEL";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2368";"F47024310";"S. COOP. NAVARRESA COMARCAL DE CEREALES (NACOCE)";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2369";"F47032529";"S. COOP. COADUERO";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2370";"F47032818";"S. COOP. COCETRA";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2371";"F47033931";"S. COOP. COMARCAL DE MOTA (COCOMA)";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2372";"F47042767";"S. COOP. SAN AGUSTÍN";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2373";"F47053954";"PECUARIA TIERRA DE CAMPOS S.COOP.";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2374";"F47088000";"S. COOP. LTDA. ARION";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2375";"F47229539";"S. COOP. SERVIAGRO";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2376";"F47303029";"ANDRÉS, S.COOP";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2377";"F47478789";"S. COOP. HORCAOL";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2378";"F47513098";"S. COOP. COOPCYL";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2379";"F47522198";"S. COOP. PIÑON-SOL, CYL";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2380";"F47568712";"S. COOP. REINA DE CASTILLA";"Valladolid";"CASTILLA y LEÓN";26/12/2023;;
"2381";"F47576137";"ARAE, S.COOP.";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2382";"F48022628";"Cooperativa Agrícola De Lezama S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2383";"F48022677";"Zamudio-Derio Agraria S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2384";"F48022693";"Coop. Agrícola Ganadera De Getxo S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2385";"F48023329";"San Isidro De Mungia S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2386";"F48024681";"A. Ganadera De Elorrio S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2387";"F48035547";"San Isidro De Gernika S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2388";"F48039507";"Miba S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2389";"F48056303";"Guvac S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2390";"F48112338";"Barrenetxe S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2391";"F48212880";"Lorra S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2392";"F48221717";"Gorosti S. Coop. ";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2393";"F48222459";"Garaia S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2394";"F48233332";"Diba S. Coop. ";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2395";"F49004310";"BODEGA COOP. VINO DE TORO ""BODEGAS COVITORO""";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2396";"F49006554";"S. COOP. BAJO DUERO (COBADU)";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2397";"F49006778";"S. COOP. LOS CASALES ";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2398";"F49013089";"S. COOP. LOS ZAMORANOS";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2399";"F49021165";"S. COOP. AGROVIPAS";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2400";"F49027329";"S. COOP. LIMITADA AGRINZA";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2401";"F49029713";"S.COOP.COGALA COMARCA DE TORO";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2402";"F49104938";"S. COOP. ASOVINO";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2403";"F49147044";"S. COOP. ALISTANA DE OVINO";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2404";"F49197619";"S. COOP. BODEGAS EL SOTO";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2405";"F49204654";"S. COOP. CONSORCIO DE PROMOCION DE OVINO";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2406";"F49207954";"BODEGAS CAMPIÑA , S. COOP.";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2407";"F49219355";"S. COOP. GANADEROS DE ALISTE-SAYAGO-SANABRIA";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2408";"F49294382";"S. COOP. AGRARIA MANGAS";"Zamora";"CASTILLA y LEÓN";26/12/2023;;
"2409";"F50007780";"Soc. Coop. Agrícola San Lorenzo";"Zaragoza";"ARAGÓN";26/12/2023;;
"2410";"F50007798";"Sociedad Cooperativa San  Isidro";"Zaragoza";"ARAGÓN";26/12/2023;;
"2411";"F50010925";"Sociedad Coop. Agraria San Antonio";"Zaragoza";"ARAGÓN";26/12/2023;;
"2412";"F50010941";"Soc. Coop. San Roque de Alfamén Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2413";"F50010958";"Cooperativa del Campo San Nicolás de Tolentino S.C.L.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2414";"F50010966";"Cooperativas del Campo San Isidro";"Zaragoza";"ARAGÓN";26/12/2023;;
"2415";"F50010974";"Sociedad Coop. ""Virgen de la Peana""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2416";"F50011030";"Destilerías San Valero, S. Coop.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2417";"F50011048";"Bodegas San Valero Soc. Coop.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2418";"F50011089";"Bodega San Bernabé Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2419";"F50011097";"Sdad. Coop. Agraria Virgen de la Oliva";"Zaragoza";"ARAGÓN";26/12/2023;;
"2420";"F50011139";"San Juan Bautista Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2421";"F50011188";"Sdad. Coop. Agraria San Clemente";"Zaragoza";"ARAGÓN";26/12/2023;;
"2422";"F50011204";"Bodega Cooperativa Ntra. Sra. del Olivar";"Zaragoza";"ARAGÓN";26/12/2023;;
"2423";"F50011212";"Cooperativa Agraria Santiago y San Miguel";"Zaragoza";"ARAGÓN";26/12/2023;;
"2424";"F50011253";"Santo Cristo de Magallón, S. Coop. Comarcal";"Zaragoza";"ARAGÓN";26/12/2023;;
"2425";"F50011279";"Cooperativa del Campo San Roque";"Zaragoza";"ARAGÓN";26/12/2023;;
"2426";"F50011295";"Cooperativa Vitícola San José";"Zaragoza";"ARAGÓN";26/12/2023;;
"2427";"F50011311";"Bodegas Virgen del Aguila Soc. Coop.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2428";"F50011337";"Soc. Coop. Agraria ""San Cristóbal""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2429";"F50011345";"Santa Ana Crianzas y Viñedos S.Coop.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2430";"F50011352";"Soc. Coop. Agraria San José";"Zaragoza";"ARAGÓN";26/12/2023;;
"2431";"F50011378";"Sdad. Coop. Agraria San Sebastián Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2432";"F50011386";"S.Coop. Agraria Ntra. Sra. Niño Perdido";"Zaragoza";"ARAGÓN";26/12/2023;;
"2433";"F50011394";"S. Coop. Agraria San Atilano";"Zaragoza";"ARAGÓN";26/12/2023;;
"2434";"F50011410";"Soc. Coop. Agraria ""San Miguel""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2435";"F50011469";"S. Coop. Agraria San Lamberto";"Zaragoza";"ARAGÓN";26/12/2023;;
"2436";"F50011568";"Campo de Ricla Soc. Coop. de Aragón";"Zaragoza";"ARAGÓN";26/12/2023;;
"2437";"F50014570";"Coop. del Campo ""San Antonio""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2438";"F50016237";"Coop. del Campo San Gregorio";"Zaragoza";"ARAGÓN";26/12/2023;;
"2439";"F50017631";"Sociedad Coop. Agraria San Isidro";"Zaragoza";"ARAGÓN";26/12/2023;;
"2440";"F50019108";"Cooperativa Agraria San Lamberto";"Zaragoza";"ARAGÓN";26/12/2023;;
"2441";"F50019116";"San Gregorio Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2442";"F50019124";"Cooperativa del Campo Sta. Agueda";"Zaragoza";"ARAGÓN";26/12/2023;;
"2443";"F50019140";"Sdad. Coop. Agraria San Miguel de Fuentes de Ebro";"Zaragoza";"ARAGÓN";26/12/2023;;
"2444";"F50019157";"Soc. Coop. Agraria San Pedro";"Zaragoza";"ARAGÓN";26/12/2023;;
"2445";"F50019181";"Virgen del Mar y de la Cuesta Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2446";"F50019215";"Sdad. Coop. Agraria San Mateo";"Zaragoza";"ARAGÓN";26/12/2023;;
"2447";"F50019231";"Soc. Coop. Ganaderos San Simón y San Judas Soc. Coop. Lda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2448";"F50019249";"Sociedad Cooperativa Agraria San Miguel Arcángel";"Zaragoza";"ARAGÓN";26/12/2023;;
"2449";"F50019397";"Crianzas y Viñedos Santo Cristo S. Coop.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2450";"F50019405";"Sdad. Coop. Agraria ""San Sebastián""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2451";"F50019462";"Ntra. Sra. Rosario Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2452";"F50019496";"Bodega Santo Cristo Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2453";"F50019520";"Soc. Coop. Comarcal Agraria Santo Tomás de Aquino.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2454";"F50019538";"Soc. Coop. Agraria San Pedro Arbués";"Zaragoza";"ARAGÓN";26/12/2023;;
"2455";"F50019579";"Sdad. Coop. Agraria San Pedro de Gelsa";"Zaragoza";"ARAGÓN";26/12/2023;;
"2456";"F50019595";"Cooperativa Agraria San Isidro";"Zaragoza";"ARAGÓN";26/12/2023;;
"2457";"F50019611";"Soc. Coop. Vitivinícola de Longares (COVINCA)";"Zaragoza";"ARAGÓN";26/12/2023;;
"2458";"F50019629";"San Francisco de Asis Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2459";"F50019637";"Cooperativa Santísimo Cristo de la Columna";"Zaragoza";"ARAGÓN";26/12/2023;;
"2460";"F50019728";"Sociedad Cooperativa Agraria Santa Ana";"Zaragoza";"ARAGÓN";26/12/2023;;
"2461";"F50019777";"Coop. Agrícola San Mateo Apóstol";"Zaragoza";"ARAGÓN";26/12/2023;;
"2462";"F50019793";"Sdad. Coop. Agraria San Antonio de Sástago";"Zaragoza";"ARAGÓN";26/12/2023;;
"2463";"F50019850";"Bodega Cooperativa Ntra. Sra. del Pilar";"Zaragoza";"ARAGÓN";26/12/2023;;
"2464";"F50019868";"Bodega  Cooperativa V irgen de la Sierra";"Zaragoza";"ARAGÓN";26/12/2023;;
"2465";"F50019959";"Sociedad Cooperativa Agraria San Licer";"Zaragoza";"ARAGÓN";26/12/2023;;
"2466";"F50022516";"SAT 75 Cariñena Vitícola";"Zaragoza";"ARAGÓN";26/12/2023;;
"2467";"F50028158";"Sociedad Cooperativa del Campo de Santa Engracia";"Zaragoza";"ARAGÓN";26/12/2023;;
"2468";"F50057355";"Soc. Coop. Agraria ""Cristo del Castillo""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2469";"F50057801";"Coop. Cerealista Comarcal San Isidro SCL";"Zaragoza";"ARAGÓN";26/12/2023;;
"2470";"F50061183";"S. Coop. Niño Jesús de Aniñón";"Zaragoza";"ARAGÓN";26/12/2023;;
"2471";"F50063817";"Cooperativa del Campo San Nicolás";"Zaragoza";"ARAGÓN";26/12/2023;;
"2472";"F50071323";"Sdad. Coop. San Agustín R.L.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2473";"F50082932";"San José Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2474";"F50099498";"Frutícola Maellana Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2475";"F50115310";"Coop. Frutícola Compromiso de Caspe S.C.L.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2476";"F50133503";"Soc. Coop. de Frutas y Hortalizas San Lamberto";"Zaragoza";"ARAGÓN";26/12/2023;;
"2477";"F50145002";"Soc. Coop. Ltda. ""El Pueyo""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2478";"F50155662";"Sociedad Cooperativa del Campo ""San Esteban"" de Luesia";"Zaragoza";"ARAGÓN";26/12/2023;;
"2479";"F50156330";"Cooperativa ""Virgen de la Sabina""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2480";"F50158708";"Frudecas Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2481";"F50165091";"S. Coop. Ltda. ""AGROMUEL""";"Zaragoza";"ARAGÓN";26/12/2023;;
"2482";"F50168038";"Coop. del Campo San Ildefonso";"Zaragoza";"ARAGÓN";26/12/2023;;
"2483";"F50364876";"Soc. Coop. Comarcal  La Cumaga";"Zaragoza";"ARAGÓN";26/12/2023;;
"2484";"F50450089";"Sergan Soc. Coop.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2485";"F50464163";"Frutícola Bajo Aragonesa Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2486";"F50532472";"Soc. Coop. Río Grío";"Zaragoza";"ARAGÓN";26/12/2023;;
"2487";"F50545367";"Trasca Sociedad Cooperativa";"Zaragoza";"ARAGÓN";26/12/2023;;
"2488";"F50547181";"MEQUIFRUIT Soc. Coop. Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2489";"F50550854";"S.A.T. Nº9447 DRUPO";"Zaragoza";"ARAGÓN";26/12/2023;;
"2490";"F50692565";"Pastores Grupo Cooperativo";"Teruel";"ARAGÓN";26/12/2023;;
"2491";"F50722719";"S.A.T. Nº 34 ARA CALARI";"Zaragoza";"ARAGÓN";26/12/2023;;
"2492";"F50736313";"Camino del Bosque Soc. CooP.  Ltda.";"Zaragoza";"ARAGÓN";26/12/2023;;
"2493";"F50770189";"S.A.T. 45 ARA PRODEBRO";"Zaragoza";"ARAGÓN";26/12/2023;;
"2494";"F50785914";"Servicampo del Ebro SCL";"Zaragoza";"ARAGÓN";26/12/2023;;
"2495";"F50795350";"SAT nº 52 ARA GAVILL";"Zaragoza";"ARAGÓN";26/12/2023;;
"2496";"F50836337";"GANAR S. Cooperativa";"Zaragoza";"ARAGÓN";26/12/2023;;
"2497";"F50900315";"Soc. Coop. Agraria San Gregorio";"Zaragoza";"ARAGÓN";26/12/2023;;
"2498";"F54341565";"Surinver El Grupo, S.Coop.";"Alicante/Alacant";"COMUNIDAD VALENCIANA";26/12/2023;;
"2499";"F55670590";"Viticultors de Cevipe, SCoopC";"Tarragona";"CATALUÑA";26/12/2023;;
"2500";"F55735948";"Grup Unió, SCCL";"Tarragona";"CATALUÑA";26/12/2023;;
"2501";"F57082851";"COOP. MALVASIA DE BANYALBUFAR SCL";"Balears, Illes";"ISLAS BALEARES";26/12/2023;;
"2502";"F57277311";"COOP. DE PRODUCTORS D'ALIMENTS ECOLÒGICS";"Balears, Illes";"ISLAS BALEARES";26/12/2023;;
"2503";"F57398422";"VIDAUBA SCL";"Balears, Illes";"ISLAS BALEARES";26/12/2023;;
"2504";"F57658643";"CAMP MALLORQUI FRUITS, SOC. COOP.";"Balears, Illes";"ISLAS BALEARES";26/12/2023;;
"2505";"F57795411";"COOPERATIVA DEL CAMP DE MENORCA SA";"Balears, Illes";"ISLAS BALEARES";26/12/2023;;
"2506";"F57802217";"ECOFEIXES S. COOP.";"Balears, Illes";"ISLAS BALEARES";26/12/2023;;
"2507";"F58133059";"La Lliçanenca, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2508";"F58147240";"Agropecuària Comarcal de Martorell, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2509";"F58160391";"Agrícola del Prat de Llobregat, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2510";"F58271586";"Agrària de Torelló, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2511";"F58698341";"Agrícola de Vilassar de Mar, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2512";"F59889782";"Hortec, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2513";"F60122652";"Agrupació de Pagesos de Premià de Dalt, Agrudalt, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2514";"F60211786";"Agrícola el Progrés-Garbí, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2515";"F60433745";"Agrària la Baixa Tordera, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2516";"F63068571";"Conca de la Tordera, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2517";"F66097643";"EI Xarxa Agrosocial, SCCL";"Barcelona";"CATALUÑA";26/12/2023;;
"2518";"F70305032";"COREBER, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"2519";"F70305818";"AGRARIA COMARCAL DE ORDES, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"2520";"F70509096";"CLUN S. COOP. GALEGA";"Lugo";"GALICIA";26/12/2023;;
"2521";"F70511993";"TRES FUCIÑOS S. COOP. GALEGA";"Lugo";"GALICIA";26/12/2023;;
"2522";"F71001515";"CUMA Celeberri S.Coop";"Navarra";"NAVARRA";26/12/2023;;
"2523";"F71003628";"CUMA Pem S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"2524";"F71010037";"CUMA Mendavia S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"2525";"F71010789";"CUMA Basagate";"Navarra";"NAVARRA";26/12/2023;;
"2526";"F72197692";"SCA NTRA. SRA. DE LOS REMEDIOS-PICASAT";"Cádiz";"ANDALUCÍA";26/12/2023;;
"2527";"F73029951";"SERMUCO, S. COOP. 2º GRADO";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2528";"F73068231";"FRUTAS CAMPO DE BLANCA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2529";"F73080715";"UNEXPORT, S. COOP. 2º GRADO";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2530";"F73107245";"FRUTAS LA CARRICHOSA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2531";"F73122467";"UNILAND SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2532";"F73197360";"C.D.T.A. EL MIRADOR, S.C. 2º";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2533";"F73203374";"EL PICARCHO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2534";"F73231409";"GANADEROS DE LORCA SCOOP ";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2535";"F73252926";"AGRICOLA F Y A SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2536";"F73276248";"AGROYAFER SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2537";"F73330904";"COACISOL SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2538";"F73470015";"ALIMER, S. COOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2539";"F73606089";"PROGRAMUR SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2540";"F73616575";"LOBROT, S.COOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2541";"F73639320";"AGROBRANCHA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2542";"F73669467";"LA PACHECA-SPALM SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2543";"F73719924";"EXPOMERCADO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2544";"F73806390";"AGRÍCOLA TORREMATA, S. COOP.";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2545";"F73894495";"MEDIFRUVER";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"2546";"F74146846";"DELAGRO SOC.COOP";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"2547";"F74337593";"Campoastur Productos y Servicios Sociedad Coop. Asturiana";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"2548";"F75057042";"Latxa Esnea S. Coop.";"Gipuzkoa";"PAÍS VASCO";26/12/2023;;
"2549";"F75194654";"Uneko koop";"Gipuzkoa";"PAÍS VASCO";26/12/2023;;
"2550";"F88468459";"Ganademad. Cooperativa de Ganaderos de Madrid";"Madrid";"MADRID";26/12/2023;;
"2551";"F90463100";"COOP AGRARIA OLEAND S.COOP.AND.";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2552";"F91026534";"SUROLIVA SCA";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2553";"F91051128";"ARBEQUISUR SCA.";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2554";"F91076695";"HAZA LAS VIÑAS SCA";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2555";"F91104620";"SIERRAS ANDALUZAS SCA";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2556";"F91145656";"AGROQUIVIR SCA DE 2 GRADO";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2557";"F91240549";"AGRICOLA EL RUBIO SCA";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2558";"F91368282";"UTREACE, S. COOP. AND.";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2559";"F91467084";"ARROZUA SCA";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2560";"F91825992";"ZUMAN SCA";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2561";"F91897546";"MANZANILLA OLIVE SCA 2º GRAD0";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2562";"F91953976";"AGROJARA SCA";"Sevilla";"ANDALUCÍA";26/12/2023;;
"2563";"F92067982";"SCA ACEITES SIERRA DE YEGUAS";"Málaga";"ANDALUCÍA";26/12/2023;;
"2564";"F92092709";"SCA MARMOSA";"Málaga";"ANDALUCÍA";26/12/2023;;
"2565";"F92267525";"SCA OLIVARERA DEL TRABUCO";"Málaga";"ANDALUCÍA";26/12/2023;;
"2566";"F92283217";"SCA OLIVAREROS MONTE DEL GUADALHORCE";"Málaga";"ANDALUCÍA";26/12/2023;;
"2567";"F92334002";"SCA TOLOX AGRÍCOLA";"Málaga";"ANDALUCÍA";26/12/2023;;
"2568";"F92581214";"SCA AGRO-OLIVARERA RIOGORDO";"Málaga";"ANDALUCÍA";26/12/2023;;
"2569";"F93320638";"SCA RIBERA VERDE";"Málaga";"ANDALUCÍA";26/12/2023;;
"2570";"F95602470";"Harakai S. Coop.";"Bizkaia";"PAÍS VASCO";26/12/2023;;
"2571";"F96029574";"C.E.A.G.A. S.Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2572";"F96127949";"""Cheste Agraria"", Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2573";"F96138367";"Cooperativa Valenciana de Agricultores del Palmar Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2574";"F96660618";"Coop. Agrícola de los Montes de Serra";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2575";"F96697131";"El Regaixo Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2576";"F97206635";"Gestora Residuos Vinicos S.Coop. (Gestrevin)";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2577";"F97222079";"SAT  364 Novacitrus";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2578";"F97285266";"Viticultores de los Ruices, Coop.V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2579";"F97345896";"Coop.Comarcal La Vall D'Albaida";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2580";"F98314610";"ABN Aceites Coop. V.";"Valencia/València";"COMUNIDAD VALENCIANA";26/12/2023;;
"2581";"F99095226";"Transformaciones Ganaderas S. Coop";"Zaragoza";"ARAGÓN";26/12/2023;;
"2582";"F99211757";"S. Cooperativa Sierra Vicort";"Zaragoza";"ARAGÓN";26/12/2023;;
"2583";"G10387330";"GANADEROS ASOCIADOS PRODUCTORES DE CABRITOS ""CAPRITES""";"Cáceres";"EXTREMADURA";26/12/2023;;
"2584";"G16269896";"Sat Hermanos Peñaranda";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"2585";"G17808247";"La Fageda Fundació";"Girona";"CATALUÑA";26/12/2023;;
"2586";"G22250898";"Asociación de Criadores de Raza Bovina Parda de Montaña";"Huesca";"ARAGÓN";26/12/2023;;
"2587";"G82258203";"Asociación de Horticultores de Villa del Prado";"Madrid";"MADRID";26/12/2023;;
"2588";"V01636729";"SAT 206 ARA Frutos Secos Gratal";"Huesca";"ARAGÓN";26/12/2023;;
